,clase,veil-color,ring-type,population,habitat
4375,p,w,e,v,d
4376,p,w,l,y,d
4377,p,w,l,y,g
4378,e,w,p,v,d
4379,e,w,e,c,w
4380,p,w,l,y,g
4381,p,w,l,y,d
4382,p,w,l,v,p
4383,p,w,l,y,g
4384,p,w,l,y,g
4385,p,w,l,y,g
4386,p,w,l,y,g
4387,p,w,l,v,g
4388,p,w,l,v,g
4389,p,w,l,y,g
4390,p,w,l,y,p
4391,p,w,l,y,g
4392,p,w,l,y,d
4393,p,w,l,v,d
4394,p,w,l,y,p
4395,e,w,f,y,d
4396,p,w,l,v,g
4397,p,w,l,v,g
4398,p,w,l,y,g
4399,p,w,l,v,g
4400,p,w,l,v,g
4401,p,w,l,v,g
4402,p,w,l,y,d
4403,p,w,l,v,g
4404,p,w,l,y,d
4405,p,w,l,v,p
4406,p,w,l,v,p
4407,p,w,l,y,g
4408,p,w,l,y,d
4409,e,w,p,y,d
4410,p,w,p,v,u
4411,p,w,l,v,d
4412,p,w,l,v,p
4413,p,w,l,y,g
4414,p,w,l,y,p
4415,p,w,l,v,d
4416,e,w,p,v,d
4417,p,w,l,y,g
4418,e,w,e,c,w
4419,p,w,l,y,g
4420,p,w,l,y,d
4421,p,w,l,y,g
4422,p,w,l,v,p
4423,e,w,p,y,d
4424,p,w,l,v,d
4425,p,w,l,v,g
4426,p,w,l,v,d
4427,p,w,l,v,g
4428,p,w,e,v,d
4429,p,w,l,v,p
4430,p,w,l,v,g
4431,p,w,l,v,p
4432,p,w,l,v,d
4433,p,w,l,v,p
4434,p,w,l,v,g
4435,p,w,l,v,d
4436,p,w,l,v,g
4437,p,w,p,v,d
4438,p,w,l,y,g
4439,p,w,p,s,u
4440,p,w,l,v,g
4441,p,w,l,y,p
4442,p,w,l,y,d
4443,e,w,p,y,d
4444,p,w,l,y,d
4445,p,w,l,v,g
4446,p,w,l,y,p
4447,p,w,l,y,g
4448,p,w,l,y,d
4449,p,w,l,y,p
4450,e,w,p,v,d
4451,p,w,l,y,g
4452,p,w,l,v,g
4453,p,w,l,v,p
4454,p,w,l,y,g
4455,p,w,l,y,p
4456,p,w,l,y,g
4457,p,w,l,y,g
4458,e,w,e,c,w
4459,p,w,l,y,p
4460,p,w,e,v,d
4461,p,w,l,y,p
4462,p,w,l,y,p
4463,p,w,l,v,g
4464,p,w,l,v,d
4465,p,w,l,y,g
4466,p,w,l,y,g
4467,p,w,l,y,d
4468,p,w,p,v,u
4469,p,w,l,v,g
4470,p,w,l,y,p
4471,p,w,l,y,g
4472,p,w,l,v,p
4473,p,w,l,v,g
4474,p,w,l,y,g
4475,p,w,l,v,p
4476,p,w,l,y,p
4477,p,w,l,y,p
4478,p,w,l,v,p
4479,e,w,p,y,d
4480,p,w,l,v,d
4481,p,w,l,v,p
4482,p,w,l,v,g
4483,p,w,l,v,g
4484,p,w,l,y,d
4485,p,w,l,v,p
4486,p,w,l,v,d
4487,p,w,l,v,d
4488,p,w,l,y,d
4489,p,w,l,y,d
4490,e,w,e,v,l
4491,p,w,l,v,g
4492,p,w,l,y,p
4493,p,w,e,v,d
4494,p,w,l,y,p
4495,p,w,p,v,g
4496,e,w,e,c,w
4497,p,w,e,v,p
4498,p,w,p,v,d
4499,p,w,l,y,d
4500,p,w,l,v,g
4501,p,w,l,y,d
4502,p,w,l,v,g
4503,p,w,l,v,g
4504,p,w,l,y,d
4505,p,w,l,y,d
4506,p,w,l,y,g
4507,p,w,l,y,g
4508,p,w,l,v,d
4509,p,w,l,v,p
4510,p,w,l,y,p
4511,p,w,l,y,p
4512,p,w,l,y,d
4513,p,w,l,v,p
4514,p,w,l,v,d
4515,p,w,l,v,g
4516,p,w,l,v,g
4517,p,w,l,v,d
4518,e,w,e,c,w
4519,p,w,l,v,d
4520,p,w,l,v,d
4521,p,w,e,v,l
4522,p,w,l,y,d
4523,p,w,l,v,p
4524,p,w,l,y,d
4525,p,w,l,y,g
4526,p,w,l,v,d
4527,p,w,l,v,g
4528,p,w,l,y,p
4529,p,w,l,v,p
4530,p,w,l,y,g
4531,p,w,l,y,g
4532,e,w,f,v,d
4533,e,w,e,c,w
4534,p,w,l,y,d
4535,p,w,l,y,p
4536,p,w,l,v,g
4537,p,w,l,y,d
4538,p,w,l,v,g
4539,p,w,l,y,g
4540,p,w,l,v,g
4541,p,w,l,y,g
4542,p,w,l,v,d
4543,p,w,l,v,d
4544,p,w,l,v,g
4545,p,w,l,y,g
4546,p,w,l,v,g
4547,p,w,p,v,g
4548,p,w,p,v,m
4549,p,w,l,y,p
4550,p,w,l,v,p
4551,p,w,l,v,g
4552,p,w,l,v,d
4553,p,w,l,v,p
4554,p,w,l,y,d
4555,e,w,p,v,d
4556,e,w,f,v,d
4557,p,w,l,y,d
4558,p,w,l,v,g
4559,p,w,l,v,d
4560,p,w,l,v,d
4561,p,w,l,y,p
4562,p,w,l,v,d
4563,p,w,l,y,p
4564,p,w,l,v,g
4565,p,w,l,y,p
4566,p,w,l,y,g
4567,p,w,l,v,p
4568,p,w,l,y,p
4569,e,w,p,v,d
4570,p,w,l,y,d
4571,p,w,l,v,d
4572,p,w,l,y,p
4573,p,w,l,v,p
4574,p,w,l,y,p
4575,p,w,l,y,d
4576,p,w,l,v,g
4577,p,w,l,y,d
4578,p,w,l,v,d
4579,p,w,l,y,d
4580,p,w,l,v,p
4581,p,w,l,y,p
4582,p,w,p,v,d
4583,p,w,l,y,d
4584,p,w,l,v,p
4585,p,w,l,v,d
4586,p,w,l,v,g
4587,p,w,l,v,d
4588,p,w,l,v,d
4589,p,w,l,y,p
4590,p,w,l,v,g
4591,p,w,l,v,g
4592,p,w,l,y,p
4593,p,w,l,v,d
4594,p,w,l,v,g
4595,p,w,l,y,p
4596,p,w,l,y,d
4597,p,w,l,v,g
4598,p,w,l,y,d
4599,p,w,l,y,d
4600,p,w,l,v,g
4601,p,w,l,v,d
4602,p,w,l,y,g
4603,p,w,l,v,d
4604,p,w,l,y,d
4605,p,w,l,v,d
4606,p,w,l,y,d
4607,p,w,l,v,d
4608,p,w,l,v,g
4609,p,w,e,v,d
4610,e,w,e,c,w
4611,p,w,l,v,g
4612,p,w,l,y,d
4613,p,w,l,y,d
4614,p,w,l,y,d
4615,p,w,l,v,p
4616,p,w,l,y,d
4617,p,w,l,v,p
4618,p,w,l,v,p
4619,p,w,l,y,g
4620,p,w,l,y,d
4621,p,w,l,v,p
4622,p,w,l,y,g
4623,p,w,l,y,g
4624,p,w,l,v,d
4625,p,w,l,v,d
4626,p,w,l,v,p
4627,p,w,p,s,d
4628,p,w,p,v,g
4629,e,w,p,v,d
4630,p,w,l,v,p
4631,p,w,l,y,d
4632,p,w,l,v,g
4633,e,w,p,v,d
4634,p,w,l,y,d
4635,p,w,l,v,p
4636,p,w,l,y,p
4637,p,w,l,v,p
4638,p,w,l,y,d
4639,p,w,l,v,g
4640,p,w,p,s,u
4641,p,w,l,v,d
4642,p,w,l,v,g
4643,p,w,l,y,p
4644,p,w,l,v,p
4645,p,w,l,v,d
4646,e,w,f,v,d
4647,p,w,l,y,d
4648,p,w,l,v,g
4649,p,w,l,y,g
4650,p,w,l,y,g
4651,e,w,p,y,d
4652,p,w,l,v,p
4653,p,w,l,y,d
4654,p,w,l,y,p
4655,p,w,l,y,g
4656,p,w,l,v,d
4657,p,w,l,v,p
4658,p,w,l,v,p
4659,p,w,l,v,g
4660,p,w,p,s,u
4661,e,w,e,c,w
4662,e,w,f,y,d
4663,p,w,l,v,g
4664,p,w,l,y,d
4665,p,w,l,y,p
4666,p,w,l,y,d
4667,p,w,l,y,p
4668,p,w,l,y,g
4669,p,w,l,y,g
4670,p,w,l,y,p
4671,p,w,l,y,p
4672,e,w,e,c,w
4673,p,w,l,y,p
4674,p,w,l,y,p
4675,p,w,l,y,p
4676,p,w,l,v,g
4677,p,w,l,y,d
4678,p,w,l,y,d
4679,p,w,l,y,p
4680,p,w,l,y,g
4681,p,w,l,y,d
4682,p,w,l,y,p
4683,p,w,l,y,d
4684,p,w,l,y,p
4685,p,w,l,v,p
4686,p,w,l,v,d
4687,p,w,l,y,g
4688,p,w,l,v,d
4689,p,w,l,y,g
4690,p,w,l,v,d
4691,p,w,l,y,p
4692,p,w,l,y,g
4693,p,w,l,v,p
4694,p,w,l,v,p
4695,e,w,p,y,d
4696,p,w,l,y,d
4697,p,w,l,y,p
4698,p,w,p,s,g
4699,p,w,l,v,p
4700,p,w,l,v,p
4701,p,w,p,s,d
4702,p,w,l,y,d
4703,p,w,p,s,u
4704,p,w,l,y,g
4705,p,w,l,y,d
4706,p,w,l,y,g
4707,p,w,p,v,g
4708,p,w,p,v,u
4709,p,w,l,v,g
4710,p,w,l,y,g
4711,p,w,l,v,g
4712,p,w,l,y,p
4713,p,w,l,v,p
4714,p,w,l,y,p
4715,p,w,l,v,p
4716,e,w,f,v,d
4717,p,w,l,y,g
4718,e,w,p,v,d
4719,p,w,l,y,g
4720,p,w,l,v,g
4721,p,w,e,v,l
4722,p,w,l,y,g
4723,p,w,l,y,d
4724,p,w,l,y,g
4725,p,w,l,v,p
4726,p,w,l,y,g
4727,p,w,l,y,d
4728,p,w,l,y,g
4729,p,w,l,v,p
4730,p,w,l,y,g
4731,e,w,p,y,d
4732,p,w,l,v,g
4733,e,w,p,y,d
4734,p,w,l,y,d
4735,p,w,l,y,p
4736,p,w,l,y,p
4737,p,w,l,y,p
4738,p,w,l,v,d
4739,p,w,l,v,d
4740,p,w,l,y,p
4741,p,w,l,y,g
4742,p,w,l,v,d
4743,p,w,l,y,p
4744,p,w,l,v,d
4745,p,w,l,y,d
4746,p,w,l,y,p
4747,p,w,l,v,d
4748,p,w,p,s,d
4749,p,w,l,v,d
4750,p,w,l,v,d
4751,p,w,l,y,g
4752,p,w,l,v,d
4753,p,w,l,v,p
4754,p,w,l,y,p
4755,p,w,l,v,d
4756,p,w,l,v,d
4757,p,w,l,v,g
4758,p,w,l,y,d
4759,p,w,l,y,d
4760,p,w,l,v,d
4761,p,w,l,y,d
4762,p,w,l,v,d
4763,p,w,l,y,g
4764,p,w,l,v,g
4765,p,w,l,y,d
4766,p,w,l,y,p
4767,p,w,l,v,g
4768,p,w,l,v,p
4769,p,w,l,v,d
4770,p,w,l,y,d
4771,p,w,l,v,p
4772,p,w,l,v,p
4773,p,w,l,v,d
4774,p,w,l,y,d
4775,p,w,l,v,p
4776,e,w,e,c,w
4777,p,w,l,v,d
4778,p,w,p,v,d
4779,p,w,l,y,g
4780,p,w,l,y,p
4781,p,w,l,y,g
4782,e,w,p,y,d
4783,p,w,l,v,d
4784,p,w,l,y,g
4785,p,w,l,v,g
4786,p,w,l,y,g
4787,e,w,p,v,d
4788,p,w,l,y,p
4789,p,w,l,v,p
4790,p,w,l,v,p
4791,p,w,l,y,d
4792,p,w,l,y,d
4793,p,w,l,v,g
4794,p,w,l,v,g
4795,p,w,l,y,g
4796,p,w,l,y,p
4797,p,w,l,y,g
4798,e,w,p,y,d
4799,p,w,p,s,g
4800,p,w,e,v,p
4801,p,w,p,v,g
4802,p,w,l,y,g
4803,p,w,l,v,g
4804,p,w,l,v,d
4805,e,w,e,c,w
4806,p,w,l,v,p
4807,p,w,l,v,g
4808,p,w,l,y,d
4809,p,w,l,y,d
4810,p,w,l,y,g
4811,e,w,e,c,w
4812,p,w,l,v,g
4813,p,w,e,v,d
4814,p,w,l,v,d
4815,p,w,l,v,p
4816,p,w,e,v,p
4817,p,w,l,v,d
4818,p,w,l,y,p
4819,p,w,p,v,g
4820,p,w,l,v,d
4821,p,w,l,y,g
4822,p,w,l,y,g
4823,e,w,e,c,w
4824,p,w,l,v,d
4825,p,w,e,v,d
4826,p,w,l,v,d
4827,p,w,p,s,u
4828,p,w,l,v,d
4829,p,w,l,v,g
4830,e,w,e,c,w
4831,p,w,l,v,p
4832,p,w,l,v,p
4833,e,w,e,v,l
4834,p,w,p,v,d
4835,p,w,l,y,g
4836,p,w,l,v,p
4837,p,w,l,y,d
4838,p,w,l,v,p
4839,p,w,p,v,g
4840,p,w,p,v,g
4841,e,w,p,y,d
4842,p,w,p,v,m
4843,e,w,e,c,w
4844,p,w,p,v,g
4845,e,w,e,c,w
4846,p,w,l,y,p
4847,p,w,p,v,u
4848,p,w,l,v,d
4849,p,w,l,v,d
4850,p,w,l,v,d
4851,p,w,l,y,p
4852,p,w,l,v,d
4853,p,w,l,y,d
4854,p,w,l,y,p
4855,p,w,l,y,p
4856,p,w,l,v,p
4857,e,w,e,c,w
4858,e,w,e,c,w
4859,e,w,e,c,w
4860,p,w,l,v,d
4861,e,w,p,v,d
4862,p,w,l,y,p
4863,p,w,l,y,g
4864,p,w,p,v,g
4865,p,w,l,v,p
4866,p,w,l,y,d
4867,p,w,l,v,g
4868,p,w,e,v,l
4869,p,w,l,v,p
4870,e,w,e,c,w
4871,e,w,p,v,d
4872,p,w,l,y,g
4873,p,w,l,v,p
4874,p,w,l,y,d
4875,e,w,p,v,d
4876,p,w,l,v,p
4877,p,w,l,y,p
4878,p,w,l,v,p
4879,p,w,l,y,d
4880,p,w,l,v,d
4881,p,w,p,v,m
4882,p,w,l,y,p
4883,p,w,e,v,d
4884,p,w,l,y,g
4885,p,w,l,v,g
4886,p,w,l,y,p
4887,e,w,e,c,w
4888,p,w,p,s,g
4889,p,w,l,y,g
4890,p,w,l,v,p
4891,p,w,l,v,g
4892,p,w,p,s,u
4893,p,w,p,v,d
4894,p,w,l,y,p
4895,p,w,l,y,g
4896,p,w,l,y,p
4897,e,w,f,y,d
4898,e,w,f,v,d
4899,p,w,l,v,d
4900,p,w,l,y,p
4901,p,w,l,y,g
4902,p,w,e,v,p
4903,p,w,e,v,l
4904,p,w,l,y,d
4905,p,w,l,v,g
4906,p,w,l,y,d
4907,p,w,l,y,g
4908,p,w,l,v,d
4909,p,w,l,y,p
4910,e,w,e,c,w
4911,p,w,l,y,p
4912,p,w,l,y,p
4913,p,w,p,s,g
4914,p,w,l,v,g
4915,p,w,l,y,d
4916,p,w,l,y,p
4917,p,w,p,v,u
4918,p,w,l,y,g
4919,p,w,l,v,g
4920,p,w,p,v,d
4921,p,w,l,y,p
4922,e,w,p,y,d
4923,p,w,l,y,g
4924,p,w,l,y,p
4925,e,w,e,c,w
4926,p,w,l,v,g
4927,p,w,l,v,d
4928,p,w,l,y,g
4929,e,w,e,v,l
4930,e,w,e,c,w
4931,p,w,l,v,p
4932,p,w,l,v,g
4933,p,w,p,v,g
4934,p,w,l,y,g
4935,p,w,l,v,p
4936,p,w,l,v,g
4937,p,w,e,v,p
4938,e,w,e,c,w
4939,p,w,l,y,d
4940,p,w,l,v,p
4941,p,w,l,y,p
4942,p,w,l,v,d
4943,p,w,l,v,g
4944,e,w,e,c,w
4945,p,w,e,v,d
4946,p,w,l,y,d
4947,p,w,l,y,d
4948,p,w,l,v,p
4949,p,w,p,v,u
4950,e,w,e,c,w
4951,p,w,p,s,u
4952,p,w,l,y,p
4953,p,w,l,v,p
4954,p,w,l,v,p
4955,p,w,l,y,g
4956,p,w,l,v,d
4957,p,w,p,v,u
4958,p,w,l,y,p
4959,p,w,l,y,d
4960,p,w,l,y,g
4961,p,w,l,y,d
4962,p,w,p,s,u
4963,e,w,e,c,w
4964,e,w,e,c,w
4965,e,w,e,c,w
4966,p,w,p,v,g
4967,p,w,l,v,p
4968,p,w,l,v,p
4969,p,w,l,v,g
4970,p,w,l,y,d
4971,p,w,l,y,p
4972,p,w,l,v,d
4973,p,w,l,y,d
4974,p,w,l,v,d
4975,p,w,l,v,g
4976,p,w,l,y,g
4977,p,w,l,v,d
4978,p,w,l,y,p
4979,p,w,l,v,g
4980,p,w,l,y,d
4981,p,w,l,v,p
4982,p,w,l,y,p
4983,e,w,f,y,d
4984,p,w,l,v,g
4985,p,w,e,v,l
4986,p,w,l,v,g
4987,p,w,l,y,p
4988,p,w,l,v,g
4989,p,w,l,v,d
4990,p,w,l,y,d
4991,p,w,l,v,p
4992,e,w,e,c,w
4993,p,w,l,y,p
4994,p,w,l,v,d
4995,e,w,e,c,w
4996,p,w,l,y,p
4997,p,w,l,v,d
4998,p,w,e,v,p
4999,p,w,l,v,d
5000,p,w,e,v,d
5001,p,w,p,v,g
5002,p,w,l,v,d
5003,p,w,l,y,d
5004,e,w,f,y,d
5005,p,w,l,v,g
5006,p,w,l,y,g
5007,p,w,l,y,g
5008,p,w,l,y,d
5009,e,w,e,c,w
5010,p,w,l,v,g
5011,p,w,l,v,g
5012,p,w,l,v,p
5013,p,w,l,v,p
5014,e,w,e,c,w
5015,p,w,l,y,d
5016,p,w,l,v,p
5017,p,w,l,v,d
5018,p,w,l,v,p
5019,p,w,p,v,u
5020,p,w,p,v,d
5021,p,w,l,y,d
5022,e,w,f,v,d
5023,p,w,l,y,d
5024,p,w,l,y,d
5025,p,w,l,v,g
5026,p,w,l,v,p
5027,p,w,p,s,u
5028,p,w,l,y,d
5029,p,w,l,y,p
5030,p,w,l,y,d
5031,p,w,l,v,d
5032,p,w,l,v,g
5033,p,w,l,y,d
5034,p,w,l,y,g
5035,p,w,l,y,p
5036,p,w,l,v,g
5037,p,w,l,y,d
5038,p,w,l,y,p
5039,p,w,l,v,p
5040,p,w,e,v,l
5041,p,w,l,y,p
5042,p,w,l,v,p
5043,p,w,p,v,g
5044,p,w,l,v,d
5045,p,w,l,y,p
5046,p,w,l,y,p
5047,p,w,l,v,d
5048,p,w,l,y,d
5049,p,w,l,v,d
5050,p,w,e,v,l
5051,e,w,e,c,w
5052,e,w,e,c,w
5053,p,w,l,y,d
5054,p,w,l,y,p
5055,p,w,l,y,g
5056,p,w,l,y,g
5057,p,w,p,s,u
5058,p,w,l,v,p
5059,p,w,p,s,u
5060,p,w,l,v,p
5061,p,w,l,y,p
5062,p,w,p,s,u
5063,p,w,p,s,g
5064,p,w,p,s,u
5065,p,w,l,y,d
5066,p,w,l,y,p
5067,p,w,l,v,g
5068,p,w,l,v,p
5069,e,w,f,y,d
5070,e,w,e,c,w
5071,p,w,l,v,g
5072,p,w,l,v,g
5073,p,w,e,v,l
5074,p,w,l,v,p
5075,p,w,l,y,p
5076,p,w,l,v,p
5077,p,w,l,y,d
5078,e,w,p,y,d
5079,p,w,l,y,g
5080,p,w,l,v,d
5081,p,w,l,v,p
5082,p,w,l,y,g
5083,p,w,l,y,p
5084,p,w,e,v,d
5085,p,w,l,y,g
5086,e,w,e,v,l
5087,p,w,l,v,p
5088,p,w,l,y,p
5089,p,w,l,v,d
5090,p,w,l,v,p
5091,p,w,l,v,g
5092,p,w,l,v,d
5093,p,w,l,y,d
5094,p,w,l,v,p
5095,p,w,l,y,d
5096,p,w,p,v,g
5097,e,w,e,c,w
5098,p,w,l,v,p
5099,p,w,l,v,g
5100,e,w,e,c,w
5101,p,w,l,y,d
5102,p,w,p,s,u
5103,p,w,e,v,p
5104,p,w,e,v,d
5105,p,w,e,v,p
5106,p,w,p,c,l
5107,p,w,p,v,u
5108,e,w,e,v,l
5109,p,w,l,y,g
5110,p,w,l,v,d
5111,p,w,l,y,p
5112,e,w,e,c,w
5113,p,w,p,v,g
5114,p,w,p,s,g
5115,p,w,e,v,p
5116,e,w,e,v,l
5117,p,w,p,s,u
5118,p,w,p,v,g
5119,p,w,p,v,u
5120,p,w,p,v,g
5121,e,w,e,v,l
5122,p,w,l,v,d
5123,p,w,p,v,g
5124,p,w,p,s,u
5125,p,w,p,c,l
5126,p,w,p,s,u
5127,p,w,p,c,l
5128,p,w,p,v,g
5129,p,w,p,s,u
5130,p,w,e,v,d
5131,p,w,e,v,d
5132,p,w,e,v,d
5133,e,w,e,c,w
5134,e,w,e,c,w
5135,p,w,p,v,g
5136,p,w,p,v,m
5137,p,w,l,y,p
5138,p,w,l,y,g
5139,p,w,p,v,g
5140,p,w,e,v,p
5141,p,w,e,v,p
5142,p,w,l,y,d
5143,e,w,e,c,w
5144,p,w,e,v,l
5145,p,w,l,y,g
5146,p,w,e,v,d
5147,e,w,e,v,l
5148,p,w,e,v,p
5149,e,w,e,c,w
5150,e,w,e,c,w
5151,p,w,l,y,p
5152,p,w,p,v,m
5153,p,w,e,v,d
5154,p,w,e,v,l
5155,p,w,p,s,g
5156,p,w,p,v,g
5157,p,w,l,y,p
5158,p,w,p,v,g
5159,p,w,e,v,l
5160,p,w,p,v,g
5161,p,w,e,v,d
5162,e,w,e,c,w
5163,p,w,p,s,g
5164,p,w,p,s,g
5165,e,w,e,c,w
5166,p,w,l,y,p
5167,p,w,e,v,d
5168,e,w,e,c,w
5169,p,w,l,y,g
5170,p,w,p,v,g
5171,p,w,p,s,g
5172,p,w,l,v,g
5173,p,w,l,v,d
5174,e,w,e,c,w
5175,e,w,e,c,w
5176,p,w,p,v,g
5177,e,w,e,v,l
5178,e,w,e,c,w
5179,p,w,p,v,u
5180,p,w,p,v,g
5181,p,w,l,y,d
5182,p,w,p,v,u
5183,p,w,p,s,g
5184,e,w,e,v,l
5185,p,w,e,v,d
5186,p,w,l,y,d
5187,e,w,f,v,d
5188,p,w,l,v,p
5189,p,w,p,v,g
5190,p,w,p,v,u
5191,p,w,e,v,d
5192,e,w,e,c,w
5193,p,w,e,v,l
5194,p,w,l,v,p
5195,p,w,p,s,u
5196,e,w,e,c,w
5197,p,w,l,v,p
5198,p,w,l,v,g
5199,p,w,l,y,d
5200,p,w,p,s,g
5201,p,w,e,v,p
5202,p,w,l,v,d
5203,p,w,l,v,d
5204,p,w,e,v,d
5205,e,w,e,c,w
5206,p,w,l,v,g
5207,p,w,e,v,l
5208,p,w,p,s,u
5209,e,w,e,c,w
5210,p,w,l,v,p
5211,p,w,e,v,d
5212,p,w,p,v,u
5213,p,w,p,v,g
5214,p,w,p,v,m
5215,e,w,e,c,w
5216,p,w,p,v,u
5217,p,w,e,v,d
5218,e,w,e,c,w
5219,p,w,l,y,d
5220,e,w,e,c,w
5221,p,w,p,s,u
5222,e,w,e,c,w
5223,p,w,e,v,d
5224,p,w,p,v,g
5225,p,w,e,v,p
5226,p,w,e,v,d
5227,p,w,p,s,u
5228,p,w,e,v,l
5229,e,w,e,c,w
5230,e,w,e,v,l
5231,p,w,l,v,g
5232,e,w,e,c,w
5233,p,w,l,y,p
5234,p,w,l,v,d
5235,p,w,p,v,u
5236,p,w,p,c,l
5237,e,w,e,v,l
5238,p,w,e,v,d
5239,p,w,p,s,g
5240,p,w,e,v,d
5241,p,w,l,v,d
5242,e,w,e,c,w
5243,p,w,l,v,p
5244,p,w,e,v,p
5245,p,w,l,y,d
5246,p,w,l,v,p
5247,p,w,p,v,g
5248,p,w,l,y,g
5249,p,w,p,v,g
5250,p,w,p,v,g
5251,e,w,e,c,w
5252,p,w,l,v,p
5253,p,w,p,s,g
5254,p,w,p,v,m
5255,p,w,p,v,g
5256,e,w,e,c,w
5257,p,w,p,s,u
5258,p,w,e,v,d
5259,p,w,p,v,g
5260,p,w,l,y,d
5261,p,w,e,v,d
5262,p,w,p,s,u
5263,e,w,e,c,w
5264,p,w,e,v,d
5265,p,w,e,v,d
5266,p,w,e,v,l
5267,p,w,p,v,u
5268,e,w,e,c,w
5269,p,w,l,y,g
5270,e,w,e,c,w
5271,p,w,p,s,u
5272,e,w,e,v,l
5273,p,w,e,v,l
5274,p,w,p,v,g
5275,p,w,p,v,u
5276,p,w,e,v,d
5277,p,w,p,v,m
5278,p,w,l,y,p
5279,e,w,e,c,w
5280,p,w,p,c,l
5281,p,w,p,v,u
5282,e,w,f,y,d
5283,e,w,f,v,d
5284,e,w,e,c,w
5285,p,w,p,v,g
5286,p,w,e,v,d
5287,p,w,l,y,p
5288,p,w,p,s,g
5289,p,w,p,s,g
5290,e,w,e,c,w
5291,p,w,e,v,d
5292,p,w,l,y,g
5293,p,w,l,y,d
5294,e,w,e,c,w
5295,p,w,p,s,g
5296,p,w,e,v,l
5297,p,w,p,s,g
5298,e,w,e,v,l
5299,p,w,p,v,g
5300,p,w,l,v,p
5301,e,w,f,y,d
5302,p,w,l,v,p
5303,p,w,e,v,l
5304,p,w,e,v,l
5305,e,w,e,c,w
5306,p,w,p,v,u
5307,e,w,e,c,w
5308,e,w,e,c,w
5309,p,w,e,v,p
5310,p,w,e,v,d
5311,p,w,e,v,p
5312,e,w,e,c,w
5313,p,w,p,v,g
5314,p,w,l,v,g
5315,e,w,e,c,w
5316,p,w,p,v,m
5317,e,w,e,v,l
5318,p,w,l,v,p
5319,p,w,p,s,g
5320,p,w,e,v,l
5321,p,w,p,s,u
5322,p,w,p,s,u
5323,p,w,e,v,p
5324,e,w,f,v,d
5325,p,w,e,v,l
5326,p,w,l,v,g
5327,p,w,e,v,l
5328,p,w,p,v,g
5329,p,w,l,v,d
5330,p,w,p,s,u
5331,p,w,e,v,d
5332,p,w,p,v,u
5333,p,w,p,v,u
5334,e,w,e,v,l
5335,p,w,p,v,u
5336,p,w,e,v,p
5337,p,w,p,v,g
5338,p,w,l,y,p
5339,e,w,e,c,w
5340,p,w,p,v,g
5341,p,w,e,v,d
5342,p,w,l,y,p
5343,e,w,e,v,l
5344,e,w,e,v,l
5345,p,w,e,v,l
5346,p,w,p,v,u
5347,p,w,p,s,u
5348,p,w,p,v,g
5349,p,w,p,s,g
5350,e,w,f,v,d
5351,p,w,l,y,d
5352,p,w,p,s,u
5353,p,w,e,v,p
5354,p,w,l,y,g
5355,p,w,p,v,u
5356,p,w,p,s,u
5357,p,w,l,y,p
5358,p,w,l,y,p
5359,p,w,e,v,d
5360,p,w,e,v,d
5361,e,w,e,c,w
5362,p,w,l,y,d
5363,p,w,p,s,u
5364,p,w,e,v,l
5365,p,w,l,v,d
5366,p,w,l,y,d
5367,p,w,p,s,u
5368,p,w,p,v,m
5369,p,w,l,y,g
5370,e,w,e,c,w
5371,p,w,p,s,g
5372,p,w,p,s,g
5373,p,w,p,s,g
5374,p,w,e,v,d
5375,p,w,p,v,m
5376,p,w,p,s,u
5377,e,w,e,c,w
5378,p,w,e,v,p
5379,p,w,l,v,p
5380,p,w,p,v,u
5381,e,w,e,c,w
5382,p,w,p,v,u
5383,e,w,e,v,l
5384,e,w,e,c,w
5385,e,w,e,v,l
5386,e,w,e,c,w
5387,p,w,p,v,u
5388,e,w,e,c,w
5389,e,w,e,c,w
5390,p,w,p,v,g
5391,e,w,e,c,w
5392,p,w,p,v,g
5393,p,w,e,v,d
5394,p,w,p,s,u
5395,p,w,l,v,g
5396,p,w,l,y,p
5397,p,w,e,v,d
5398,p,w,l,y,p
5399,p,w,l,v,p
5400,e,w,e,v,l
5401,p,w,e,v,d
5402,p,w,p,s,g
5403,p,w,e,v,p
5404,p,w,p,v,g
5405,p,w,l,y,d
5406,p,w,p,s,g
5407,p,w,l,v,p
5408,p,w,p,s,g
5409,p,w,p,s,u
5410,p,w,e,v,p
5411,p,w,l,v,p
5412,e,w,e,c,w
5413,p,w,l,v,g
5414,e,w,e,c,w
5415,e,w,e,c,w
5416,e,w,e,c,w
5417,p,w,p,v,u
5418,p,w,l,v,d
5419,e,w,e,c,w
5420,e,w,e,c,w
5421,p,w,l,v,d
5422,p,w,p,v,m
5423,p,w,p,s,u
5424,p,w,p,s,g
5425,p,w,p,s,g
5426,p,w,l,y,p
5427,p,w,p,s,g
5428,p,w,p,s,u
5429,e,w,f,y,d
5430,p,w,l,v,g
5431,p,w,e,v,d
5432,p,w,p,s,g
5433,e,w,e,v,l
5434,p,w,p,v,u
5435,e,w,f,y,d
5436,p,w,l,v,p
5437,p,w,l,v,g
5438,p,w,p,v,m
5439,p,w,e,v,d
5440,p,w,e,v,l
5441,p,w,l,v,p
5442,e,w,e,c,w
5443,p,w,p,s,g
5444,p,w,p,v,g
5445,p,w,e,v,p
5446,p,w,p,s,u
5447,p,w,e,v,p
5448,p,w,p,s,g
5449,p,w,p,v,u
